,Node,Degree,In degree nodes,Out degree nodes,Betweenness centrality,Local reaching centrality,Label
173,1295960832990774694751889211742613816364524779343,2,1,1,0.0008291953144894321,0.0006113959717240592,Brix <= 12.83
174,1378614789273833145083975234257509177572274484264,2,1,1,3.183091418385536e-06,0.0003056979858620296,Brix > 12.83
175,1170214555683808590798108500479380442752191698990,2,1,1,3.183091418385536e-06,0.0003056979858620296,pH <= 3.64
176,1171835655071792071813825078588763100056718271652,3,1,2,0.004917876241405653,1.5597714837585412,moisture > 86.4
177,384165568604620773602991426913274488186991046821,5,2,3,0.013793926661573721,1.661828391738748,Tit Acid <= 0.28
178,665763256441369002694541083156400242042163903310,4,2,2,9.549274255156608e-06,0.0015284899293101482,Tit Acid > 0.28
179,1177156324774343630180289433853750706070064958051,3,1,2,0.0033104150751209573,1.8096770390294306,Brix <= 12.14
180,1441546845436194822669682670264288322714084069402,2,1,1,3.183091418385536e-06,0.0012227919434481184,pH > 4.44
181,212185387160784274421368300677720187383376528580,3,1,2,0.003370893812070283,1.805418608025273,pH <= 4.44
182,1179307966795094331079735577613054875122803952110,3,1,2,0.0032531194295900177,3.0918462346529303,moisture > 82.41
183,459710425420134478586444207626522368596952442246,2,1,1,0.003319964349376114,3.312959361254965,Brix > 11.66
184,924260886117282214700599762932344738097292877517,3,1,2,0.0,2.919745717879377,Brix <= 11.66
185,1179748637485698376043865247738973137077653953684,3,1,2,0.007586898395721925,1.715214448043081,moisture <= 87.79
186,431500440665982291877861151163819974354623898398,5,2,3,0.011798658857482386,1.739059169186903,Tit Acid <= 0.26
187,494127393420143926044921388078061355092756508432,3,2,1,9.549274255156608e-06,0.0006113959717240592,Tit Acid > 0.26
188,1181504877852149003572992857613830846974179669922,2,1,1,1.1140819964349376e-05,0.0003056979858620296,moisture > 90.86
189,1183095263998325490897206552893338214712556693392,3,1,2,0.006614463967405144,1.9272949374484318,moisture > 78.02
190,119301423525731187517967532278343815174362677337,5,2,3,0.01215198200492318,2.0670635740044143,moisture > 84.3
191,277838038800051883697216638760365392108712858277,4,2,2,9.055895085306849e-05,0.0009170939575860888,moisture <= 84.3
192,1184410121112144387797236283446958142415121041379,3,1,2,0.0016615737203972498,1.6931749101528832,Brix > 10.57
193,1185884278337992742856356075127001292993529548115,2,1,1,0.0,0.0018341879151721776,Pheno > 0.68
194,190373535843181436202405661235606844945328054365,3,1,2,0.0016106442577030811,0.005655412738447548,moisture > 84.91
195,390689622405582358421658391175588029757496401462,3,1,2,0.003307231983702572,1.6572745712273884,moisture <= 84.91
196,1187477454179323680983549483249500748948298802333,2,1,1,0.0,0.0006113959717240592,Brix <= 10.24
197,1189551739223268419220815657881647951820121867840,3,1,2,0.0,1.9209668790009422,moisture <= 87.29
198,1189792097719093374113470465457590323968574810250,3,1,2,1.9098548510313215e-05,0.003515526837413341,moisture > 86.58
199,51411027190554276040372710135124771703093533811,3,2,1,3.183091418385536e-06,0.0015284899293101482,pH <= 4.27
200,1190853731658875778202568083794893815496314613179,2,1,1,9.549274255156608e-06,0.0009170939575860888,Brix <= 10.28
201,1192868523207543668395459480650423217230777079348,9,3,6,0.01128724216959511,2.9941040319994707,Pheno <= 0.82
202,516601140442069092777768951925603503757731753522,3,1,2,0.006455309396485867,2.0438729567389653,pH <= 5.21
203,550186777857029450128845246677781164439655510056,2,1,1,3.183091418385536e-06,0.0003056979858620296,Brix <= 8.59
204,7502286575422847517785813269994352158580699271,3,1,2,0.0016774891774891775,2.447552492088868,pH > 5.21
205,86370669055240235722387130102705015071151204184,3,1,2,0.0016106442577030811,2.684197784556023,Brix > 8.59
206,478988701995746220836729620311416045687869066757,11,4,7,0.02856081826670062,2.2671893795676055,Pheno <= 0.8
207,937787711282178832864130665432839185535877783171,6,4,2,4.45632798573975e-05,0.0015284899293101482,Pheno > 0.8
208,1193196437593980692700981826145293546974506066116,2,1,1,3.183091418385536e-06,0.0003056979858620296,Brix > 11.95
209,1194551982078116586257583268357029260884961365376,3,1,2,0.0033804430863254393,1.4604430422794388,moisture <= 88.22
210,1279844039703918997884095703828528221818683790498,3,1,2,0.005054749172396231,1.5520416288056689,Brix <= 11.06
211,248438178818573091628497364426317176239089470187,2,1,1,0.0,0.002139885901034207,Brix > 11.06
212,120106183051182237607263674391451144360743383182,2,1,1,3.183091418385536e-06,0.0003056979858620296,Brix > 11.47
213,1201960535396958139467932502500117568201874538629,2,1,1,4.774637127578304e-06,0.0003056979858620296,moisture <= 81.93
214,1202281202334859649737464243089883719203118393624,3,1,2,0.0016647568118156354,1.6107400405928334,moisture <= 88.03
215,1203872029766058782594935404742863438421894564308,4,2,2,0.011943489517018931,2.6806017562559687,pH > 5.3
216,1204858209925897222925216697928866248786228823046,2,1,1,3.183091418385536e-06,0.0009170939575860888,Brix <= 9.49
217,1205127994515811685416031375712848919611548453188,2,1,1,3.183091418385536e-06,0.0012227919434481184,Brix > 11.4
218,1217884912855473183701012549888874898408190828252,3,1,2,0.019759464391817333,1.6575290845663062,moisture <= 87.09
219,175545555491426056943858551402811694992155579583,3,1,2,3.819709702062643e-05,2.5455765757539264,pH > 4.38
220,590081565621587515431066707911531937749332074909,3,1,2,0.0016361089890501656,1.6375998848956297,pH <= 4.38
221,1222606835484573781895929093124951088888598819094,3,1,2,0.005944423223834989,1.7019724309353252,pH <= 5.09
222,273764106271060204315148621639829800440158926075,3,2,1,1.2732365673542144e-05,0.0009170939575860888,pH <= 4.87
223,1224567414088547328557731984150793443944476995218,3,1,2,0.0057327476445123505,0.018907420425566538,Pheno > 0.58
224,478745528338872669317150855026491283540954864552,2,1,1,3.183091418385536e-06,0.0009170939575860888,moisture > 85.93
225,710175824836010444184892302931160987938305871337,3,1,2,0.004144385026737968,0.011871271784308815,moisture <= 85.93
226,1229270261957475338282130882941763708382891556644,8,3,5,0.017616819455054746,3.677293835391143,Brix > 12.41
227,1386691901693956780169467586885890447209598951478,6,3,3,0.0215491575418046,4.153406549262839,Tit Acid <= 0.19
228,1408106403902609088300230351177243711723390226416,3,1,2,0.0016106442577030811,0.002445583886896237,pH <= 4.63
229,37775716639446480443771936493018162492062706461,4,2,2,4.138018843901197e-05,0.0009170939575860888,Tit Acid > 0.19
230,734789052732733492679768827994020669856403584340,2,1,1,2.228163992869875e-05,0.0003056979858620296,pH > 4.63
231,1229347079255250543408299586035634797376275693713,2,1,1,2.228163992869875e-05,0.0006113959717240592,moisture <= 87.33
232,1233132830027618210488125789898061842476585378738,3,1,2,0.0016679399032340208,0.0030569798586202964,pH > 4.5
233,1373061612195441060822163496952186533463429827750,2,1,1,3.183091418385536e-06,0.0003056979858620296,pH <= 4.65
234,378345503555160919056301248624329192801274796057,2,1,1,3.5014005602240894e-05,0.0012227919434481184,pH > 4.65
235,22299444265181951376006874183015402110349795518,4,2,2,6.366182836771072e-06,2.7586289203909113,pH > 4.95
